RList,WList,localIncomeList,govIncomeList
[242000,240390,238772,273459,271847,270241,268638,267035,265436,263835,262244,260646,259055,257463,255868,290576,288987,287405,285814,284231,282644,281058,279473,277890,276305,274707,273122,307826,306233,304639,303049,301456,299870,298279,296690,295106,293518,291931,290347,325059,323471,321880,320285,318682,317086,315481,313879,312278,310676,309077,307475,342173,340575,338977,337376,335770,334164,332555,330954,329351,327748,326142,324536,359232,357635,356041,354439,352842,351237,349638,348038,346436],[2569502,2569502,2569502,2569502,2569502,2565550,2565550,2564536,2562508,2562508,2562508,2562508,2562508,2558556,2557750,2557750,2555462,2555462,2551926,2551926,2548676,2548676,2548676,2549014,2553564,2553564,2550210,2550210,2550210,2550210,2543762,2543762,2543762,2543762,2543762,2540148,2540148,2540148,2540148,2539342,2539342,2537886,2539550,2540564,2540564,2540564,2542228,2542228,2540798,2540798,2540798,2540798,2540798,2540798,2540798,2537704,2537704,2537704,2542228,2542566,2542566,2540460,2540460,2537184,2541916,2541916,2541916,2541916,2543580,2544360,2546180,2549898],[3096.71328,6241.476300000002,9034.507890000003,9699.556890000005,10342.937850000004,10989.457830000005,18658.576020000004,26381.152050000004,33819.55605000001,41084.31684000001,44290.51539000001,47328.82551000001,51259.03284000001,54463.17318000002,57580.96590000001,58319.80725,58990.19874000001,59688.44181000001,67301.15268,75016.62258000002,82218.77928000002,89886.16083000002,93419.88396000002,96777.15534000003,100396.29972000004,104156.17485000005,107451.41886000006,108190.6765500001,109021.6508100001,109757.39418000006,117463.84203000006,125061.53172000004,132299.25471000007,140018.37474000006,143129.08320000005,146337.6804300001,149127.2041800001,153314.67237000007,156454.52436000004,157247.38137000002,157866.23094000004,158533.42401000008,165720.7960500001,173533.02882000012,181327.79664000013,188812.65414000012,191821.36794000014,195291.84384000013,199272.68562000012,202326.43434000007,205385.3222400001,206141.1398400001,206829.27627000015,207513.78336000012,215174.26290000015,222519.12540000014,229869.81423000016,237678.33099000022,241076.05242000023,244814.93181000018,247795.46382000015,251487.31245000014,254391.33186000018,255057.58614000017,255697.79946000013,256372.81983000014,263554.69305000023,271095.57501000015,278949.7884600001,286402.3593600001,289507.02009000006,292603.3443000001],[6780.28932,13672.694699999996,19744.393409999997,20850.799409999996,21906.646649999988,22969.818269999985,40419.05237999999,57993.02145,74903.92245,91409.65596000002,98445.41091000004,105089.42619000004,113682.53496000005,120713.48742000005,127542.96210000005,128821.55025000006,129940.42206000006,131124.2808900001,148441.8979200001,165999.2860200001,182358.94332000014,199804.12527000014,207604.10424000013,214992.3624600001,222859.65768000003,231187.32465,238430.85233999998,239710.41194999998,241203.97688999996,242475.33641999998,260011.67307,277294.24068000005,293736.88599000004,311302.79106,318115.73579999997,325157.08767,331088.60141999985,340413.9855299998,347294.9318399998,348699.5565299997,349698.1638599997,350809.5726899997,367134.7324499996,384917.90057999955,402660.3171599995,419679.6096599994,426254.5668599995,433906.9689599995,442618.22477999947,449298.2634599994,455990.2935599994,457308.4929599994,458468.7696299995,459620.5778399994,477049.6550999995,493742.2925999995,510448.5248699995,528223.0223099992,535705.6639799994,543984.3408899993,550361.5405799993,558530.4790499994,564861.1493399994,565970.3676599995,567018.8237399996,568148.4962699994,584460.8254499993,601610.8416899993,619491.9647399993,636435.9218399992,643234.7552099992,650014.1366999991]
